userId,topic,cluster,profile,turns,trace_count,mean_trace_length,unique_acts,avg_branching,avg_entropy
f14b7530-60e1-704a-f8d5-4855523e6d94,a7,0,Exploratorio / investigativo A,43,1,43.0,9,2.2222222222222223,0.7283896074310477
f14be5c0-d081-70bb-548b-5d9ea05cc289,a4,0,Exploratorio / investigativo A,6,2,3.0,3,1.3333333333333333,0.792481250360578
f14be5c0-d081-70bb-548b-5d9ea05cc289,a5,0,Exploratorio / investigativo A,10,2,5.0,3,1.6666666666666667,0.4863826390090815
f15b75b0-6011-7034-bf08-1dd66fe5cffa,a1,0,Exploratorio / investigativo A,18,2,9.0,6,1.8333333333333333,0.5703213491478937
f15b75b0-6011-7034-bf08-1dd66fe5cffa,a7,0,Exploratorio / investigativo A,6,1,6.0,3,1.0,0.4056390622295664
f17ba530-1081-709f-a59d-3f05cc7fb431,a6,0,Exploratorio / investigativo A,26,1,26.0,5,2.2,0.7813138918219006
f17ba530-1081-709f-a59d-3f05cc7fb431,a7,0,Exploratorio / investigativo A,18,1,18.0,7,1.7142857142857142,0.6284917657424448
f1abd540-a0f1-70c2-5c22-206895f355ca,a2,0,Exploratorio / investigativo A,6,1,6.0,3,1.6666666666666667,0.5283208335737187
f1abd540-a0f1-70c2-5c22-206895f355ca,a4,0,Exploratorio / investigativo A,26,1,26.0,5,1.8,0.47210150031472614
f1abd540-a0f1-70c2-5c22-206895f355ca,a6,0,Exploratorio / investigativo A,35,4,8.75,5,1.8,0.624029553444574
f1abd540-a0f1-70c2-5c22-206895f355ca,a7,0,Exploratorio / investigativo A,19,1,19.0,3,1.6666666666666667,0.30186242056608675
f1cbc5b0-a0b1-7062-ca17-580f39de4c83,a4,0,Exploratorio / investigativo A,14,3,4.666666666666667,5,1.4,0.4375
012b8580-9011-70e5-0aa0-480c3bb39caa,a2,1,Localmente sistematico,2,1,2.0,2,0.5,0.0
012b8580-9011-70e5-0aa0-480c3bb39caa,a5,1,Localmente sistematico,4,2,2.0,2,1.0,1.0
014b6540-3041-705c-365b-d2029fb91b21,a7,1,Localmente sistematico,2,1,2.0,1,1.0,0.0
016b15c0-a071-70a4-d6d6-0aae841b512a,a6,1,Localmente sistematico,2,1,2.0,2,0.5,0.0
016b65a0-90b1-703c-a8e3-caf440f1860a,a1,1,Localmente sistematico,7,3,2.3333333333333335,4,1.0,0.3333333333333333
017b8560-6081-70e4-7303-6882d8635df0,a1,1,Localmente sistematico,2,1,2.0,2,0.5,0.0
019be580-4061-7075-debb-ffd77dc8ca40,a2,1,Localmente sistematico,3,1,3.0,2,1.0,0.0
01cbf550-9041-70f1-3bbe-92176ffa992e,a1,1,Localmente sistematico,2,1,2.0,1,1.0,0.0
01ebb520-b0d1-709a-ca45-bb5b571f108f,a3,1,Localmente sistematico,2,1,2.0,2,0.5,0.0
112b5570-40c1-70f5-ada6-8cd2d2eb5007,a6,1,Localmente sistematico,5,2,2.5,3,1.0,0.0
